timestamp,temperature_C,dewpoint_C,pressure_hPa,wind_speed_kmh,wind_direction_deg,relative_humidity_pct
2021-01-13 06:00:00,16.095825,5.8425903,902.0376,5.6793633,48.993896,50.611168
2021-01-13 07:00:00,16.429047,5.9359436,901.1623,5.2942376,43.21936,49.86886
2021-01-13 08:00:00,17.853333,5.7585754,900.24023,5.129701,37.500427,45.01538
2021-01-13 09:00:00,18.005737,5.6719666,899.5637,5.2195215,34.8945,44.319416
2021-01-13 10:00:00,16.810394,6.122925,899.24384,4.6389594,35.84616,49.307674
2021-01-13 11:00:00,16.781738,6.251404,899.27484,5.0914316,43.446228,49.837017
2021-01-13 12:00:00,16.420746,6.023102,899.5483,5.1901693,48.06778,50.19651
2021-01-13 13:00:00,16.025482,5.7382507,900.0054,5.2992506,51.41873,50.473183
2021-01-13 14:00:00,14.686401,5.807617,900.5712,5.3119245,54.863007,55.26567
2021-01-13 15:00:00,13.433899,5.583069,901.1287,5.205356,58.280426,59.013897
2021-01-13 16:00:00,13.143066,5.5615234,901.53284,5.0750365,61.027863,60.05378
2021-01-13 17:00:00,12.225159,5.3588867,901.6171,4.905066,63.305786,62.885178
2021-01-13 18:00:00,12.007477,5.3613586,901.45087,4.775645,64.12564,63.80327
2021-01-13 19:00:00,11.75531,5.198395,901.0904,4.6954994,63.970245,64.1424
2021-01-13 20:00:00,10.987854,4.9131165,900.75916,4.6808662,62.47644,66.15783
2021-01-13 21:00:00,10.8029785,4.754303,900.411,4.7517447,60.05838,66.23786
2021-01-13 22:00:00,10.4531555,4.5256042,900.223,4.7216363,58.072815,66.72438
2021-01-13 23:00:00,10.293091,4.469391,900.1471,5.055624,54.774353,67.1761
2021-01-14 00:00:00,10.36969,4.589752,900.37866,5.4051266,53.583252,67.39821
